长了胡子的鱼,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
Deng先生123,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
央摄,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
e9e9de,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
Crazy34520,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
____Kite____,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
浮生丶半载,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
石头爸爸水瓶,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
寒江应无雪,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
海洋下的公路,0,0,"[['12-6', '', '', '12-9', '', '', '12-12', '', '', '12-15', '', '', '12-18', '', '', '12-21', '', '', '12-24', '', '', '12-27', '', '', '12-30', '', '', '1-2', '', '', '1-5', '', '', '1-8', '', '', '1-11', '', '', '1-14', '', '', '1-17', '', '', '1-20', '', '', '1-23', '', '', '1-26', '', '', '1-29', '', '', '2-1', '', '', '2-4', '', '', '2-7', '', '', '2-10', '', '', '2-13', '', '', '2-16', '', '', '2-19', '', '', '2-22', '', '', '2-25', '', '', '2-28', '', '', '3-3', '', '', '3-6'], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[], []]","[[], []]",1
